,Topic,Count,Name,Representation,Representative_Docs
2593,2592,6,2592_chaloupen_ungünstigen_echingen_angeworbeneundzudeneninhun,"['chaloupen', 'ungünstigen', 'echingen', 'angeworbeneundzudeneninhun', 'anjon', 'riedlingen', 'sibylle', 'argentaro', 'wassersucht', 'wiplingen']","['Gestern erhielte man alhier Briefe von Livorno mit der Nachricht dass unsere  Galeren so in Corsica waren wie ingleichen das Französische Kriegs Schif der Zephyr so zu  Fiorenzo gewesen und dann auch das in  Stund von Toulon zur Küsten Bewahrung besagter Jnsul mit aufhabenden verschiedenen Officieren so zu ihren Regimentern gehen von Toulon angelangte Französische Schif die Sibylle wegen üblen Wetters in den Hafen zu Livorno eingeloffen seyen.', 'Mit Briefen von Civitavechia vernimmt man: Dass die zum Kreutzen ausgerüstete Genuesische Barque  türkische Xebequen angetroffen, dass sie aber wegen ungünstigen Windes zu Monte Argentaro einlauffen mü sten.', 'Dass von Madrit ver sichert werde wie der Herzog von Anjon nicht allein von einem Fie ber einen Anstoss bekommen sondern gar mit der Wassersucht behaft seye; Jndessen aber solle der Cardinal Alberoni doch noch nicht feyren sondern die Kriegs Anstalten und absonderlich die Bauung derer neuen Kriegs und anderer Schiffen zu Wiederaufrichtung einer Flotta in  Spannischen Häfen beschleunigen lassen; Wie dan erst kürzlich  Fregatten und  neugebaute Transportschiffe mit 1900 Recruten und vielen Matrosen von Corunna nach Cadix abfahren müssen.']"
2594,2593,6,2593_debiti_puncto_schuldverschreibung_20000,"['debiti', 'puncto', 'schuldverschreibung', '20000', 'item', 'ad', '', '', '', '']","['puncto debiti.', 'puncto debiti.', 'puncto debiti.']"
2595,2594,6,2594_damengarderob_spitz_peruquer_haarhändler,"['damengarderob', 'spitz', 'peruquer', 'haarhändler', 'druckp', 'vornehmes', 'zierrath', 'erfand', 'coeffüre', 'kopfputzes']","['Damengarderob, Spitz und Effekten.', 'Kürzlich erfand ein Haarhändler zu Paris eine neue mechanische Coeffüre für Dames, die sie sich selbst in einem Augenblick ohne Peruquer aufsetzen können, und die aus elastischen Federn bestehet, welche Locken, Zierrath, Blumen, kurz alles, was zu der neuesten Art eines wohl eingerichteten Kopfputzes gehöret, in der besten Ordnung hal  Wegen der Erspahrung der Zeit und Kosten soll diese Erfindung ungemein vielen Beyfall er halten haben.', 'Damengarderob, Spitz und Effekten.']"
2596,2595,6,2595_freyinn_undesterhasy_undhautois_ersehener,"['freyinn', 'undesterhasy', 'undhautois', 'ersehener', 'sinzendorrf', 'sondrecourt', 'grafenveterani', 'danspleny', 'greifenklau', 'churprinzessinn']","['Hoheit der Churprinzessinn zu Sachsen Kammerfräule, und Frau Maria Theresia Freyinn  Würz burg,  Freyinn  Greifenklau, in der   Kammerkappelle die Exequien gehalten.', 'Ober Be reuter auf der andern Seiten dan auch  Jm Namen des Obrist Erb Land Schild Tragers Kampf Richters und Vor schneiders Herrn Philipp Ludwig Grafen von Sinzendorrf dessen Herr Vetter Carl Ludwig Graf von Sinzendorf   Allerhöchst ernennt Jhrer Kaiserlich und Königlich Catholischen Majestät Hart schier und Trabanten Herren Haupt Leute.', 'Der General von der Reuterey Herr vonBattè, mit den Herren Feld Marschall Lieutenants GrafenVeterani undHautois, dan dem  Ge neral Wacht Maister Baron von Schilling die Schönborn Lobkowitz Sondrecourt und Emanuel Savoysche Regimenter; Und leztlich der Herr General von der Reuterey Graf von Nadasti mit dem Herrn Feld Marschall Lieutenant Grafen von Althan und Prin zen Friederich von Würtemberg die Regimenter: Galbes JörgerVasquez, danSpleny undEsterhasy, Hussaren; welche aber nach ersehener Nohtwen digkeit noch rechter Hand geschicket wurden.']"
2597,2596,6,2596_4sitziger_jmbacher_lanzley_verkaufsbeding,"['4sitziger', 'jmbacher', 'lanzley', 'verkaufsbeding', 'hinaufsteigen', 'fischamender', 'marktherrschaft', 'weinzörlischen', 'stablerischen', 'stuf']","['Jn der Ungargasse im Stablerischen Haus  85 ist ein 4sitziger ganz neuer Wagen  500 , und ein 4sitziger englischer Wagen  450 , welche beide auf Reisen, und in der Stadt zu gebrauchen, zu haben.', 'Kauflustige kön nen den Augenschein an Ort und Stelle einneh men, sich von der Lage sowohl als Zustande der Mühlen überzeugen, als auch die Verkaufsbeding nisse in der   Herrschaft Jmbacher Amtskanzley einsehen, und an obbestimmten Tag sich alldort einfinden.| Licit.', 'Die Kauf lustigen haben daher an obbestimmten Tag und Stund in der Marktherrschaft Fischamender Amts lanzley zu erscheinen, wo übrigens denselben im mittels bevorstehet, die Realitäten in Augenschein zu nehmen, und die diesfällige Schätzung in der Amtskanzley einzusehen.| Licit.']"
2598,2597,6,2597_zechlin_hauptmannsgat_poysbrunn_angesetzter,"['zechlin', 'hauptmannsgat', 'poysbrunn', 'angesetzter', 'legitimirende', 'erbin', 'arrogaræarrogarae', 'rostdingstadt', 'dannaufdierubriealland', 'deynhaussischen']","['Von dem Magistrate der   Haupt und Rostdingstadt Wien wird hiemit bekannt gemacht: es sey über Anlangen der  Maria Anna  Santloi, gebohrnen Zechlin, Hauptmannsgat tin, als sich legitimirende Erbin, in die Einbe rufung der durch 33 Jahr abwesenden Regina Linkin, gewilliget worden.', 'Von dem Magistrate der   Haupt und Residenzstadt Wien wird hiemit bekannt gemacht: es sey über Anlangen der Frau Marie Anna  Ganthol, gebohrnen Zechlin, Hauptmannsgat tin, als sich legitimirende Erbin, in die Ein berufung des durch 33 Jahre abwesenden Mi chael Zechlin, gewilliget worden.Eshaben 1871| demnach Michael Zechlin, oder dessen Erben und Gläubiger sich binnen 1 Jahr, 6 Wochen und; Tägen sogewiss vor diesem Magistrate zu meden, wie im widrigen vorbenannter Zech lin ohne weitern promortuo erkläret, und das demseben zugehörig allhier gerichtl.', 'Regierung ausgefertigter Amor tizations edicten, haben sich alle und jede, welche wegen deren auf die sogenannte annun zue   Nadlburger Fabriqne verwendete, Win kelmühl zu Lichtenwörth annoch realiter bey der   Land tafel für Gregori Handl unterm  Septembris 1726. angesetzter 3000.  und für Mathäum Riss unterm  Junii 1668 für gemerkter 1750. dannaufdieRubrieAlland unterm 12ten Oetobris 1591. für Balthasar Fürrath angeschätzter  fl   halben  und für der Maria Preinerin Erben unterm  Augusti 1658. gleichfalls angesetzter 2000.  wei ters wegen auf das Scalvignonische Freyhaus nächst der   Burg unterm  Jänner 1710. für Frau Jsabellam Rebecam Freyin von Scalvignoni,  Freyin von Wellenstein vorgemerk ter Ehe pacten, idem unterm  Febr.']"
2599,2598,6,2598_jäst_will_ich_ma,"['jäst', 'will', 'ich', 'ma', '', '', '', '', '', '']","['ich will.', 'ich will.', 'Ma jäst.']"
2600,2599,6,2599_portolot___,"['portolot', '', '', '', '', '', '', '', '', '']","['Portolot.', 'Portolot.', 'Portolot.']"
2601,2600,6,2600_viennæviennae_1773_1771_,"['viennæviennae', '1773', '1771', '', '', '', '', '', '', '']","['ViennæViennae 1773.', 'ViennæViennae 1773.', 'ViennæViennae 1773.']"
2602,2601,6,2601_arbeit_kastelli_jmmendorf_innhaberin,"['arbeit', 'kastelli', 'jmmendorf', 'innhaberin', 'stellik', 'allhiesiallhiesigen', 'registratursbücher', 'weiträumige', 'testamentexekutoren', 'zmyowski']","['Von da begaben sich selbe in die allda befindliche Kanzleyen, besahen solche, erkundigten sich um die Einrichtung der Manipula tion, und Beförderung der in dieses so weiträumige Königreich einschlagenden so vielfältigen Gegenstände, sahen auch die Protokolls und Registratursbücher ein, und nach in gnädigsten Ausdrücken be zeigten dero Wohlgefallen über diese so bestgeordnete Verfügungen, fuhren höchst dieselbe in das neue Universitätsgebäude.', 'Aloysi Joseph Liechtenstein nischen Vormundschaft Verwalteramts allhier im Lichtenthal, wird hiemit jedermäniglich zu vernehmen gegeben: Es sey nach testato erfolg ten Hinscheiden der Elisabeth Luggauerin, Haus innhaberin beym goldenen Rössel allda sel auf Anlangen derselben Testamentexekutoren  Zacharias Zoller, dermaligen Pfarrers, und Franz Anton Stellik, Messners allhier verord net worden, dass das derselben gehörig geweste, zum goldenen Rössel genannt, und mit der Weinschanksgerechtigkeit versehene Haus  93 öffentlich feilgeboten, und licitando verkauft werden soll, wozu also der  Jäner 1782 früh um 9 Uhr bestimmt worden  Dieje nige demnach, welche vorbemeldete Behausung käuflich an sich zu bringen gedenken, haben an obbestimmten Tag und Stunde in der allhiesiallhiesigen| gen Amtskanzley  ad licitandum&concluden dum zu erscheinen.| Licit.', 'Von der Gräflich Locatellischen Amtskanzley der Herrschaft Jmmendorf wegen dem Ernst Binder, diesseitigen Unterthannssohn aus dem Dorf Jmmendorf, allenfalls dessen Erben und Erbenserben, auch sonst jedermann, deme daran gelegen, hiemit anzufügen: demnach obgedachter Ernst Binder vor etlich und dreyssig Jahren als Riemergesell zu Wien in der Arbeit gestanden, und sohin sich in den Soldatenstand begeben; von welcher Zeit an man von ihme oder seinen eigentlichen Aufenthalt, Leben oder Tod eine zuverlässige Nachricht einzuholen vermögend wa re; dahingegen sich bey der allhiesig Herrschaft lichen Waysencassa noch ein demselben zugehöri ges Vermögen inDeposito befindet, um dessen Ausfolglassung bereits seine nächste Befreundte das geziemende Ansuchen gemacht haben.']"
2603,2602,6,2602_salpetermagnesie_magnesianitri_2810_28,"['salpetermagnesie', 'magnesianitri', '2810', '28', 'thle', 'loth', '10', '30', 'alle', '']","['28 ǀ 10 ǀ MagnesiaNitri, Salpetermagnesie.', '28 ǀ 10 ǀ MagnesiaNitri, Salpetermagnesie.', '28 ǀ 10 ǀ MagnesiaNitri, Salpetermagnesie.']"
2604,2603,6,2603_sur_dissertation_sante_lettres,"['sur', 'dissertation', 'sante', 'lettres', 'pratique', 'essai', 'maladies', 'la', 'mue', 'bruyens']","['8  Caractéres de Theophraste& de la Bruyens aves Notes par  Coste.', ""Paris 1798. broché 3  45  Lettres d'Heloise& d'Abeillard, precedées de la Vie, des Amours de ces malheureux Epoux, nouvelle édition augmentée par Cailleau, 3 Tomes."", ""XIII, Volumes, contenant 1) l'Avis au Peuple sur sa Sante, 2) Dissertation sur l'inutilité de l'amputation des membres   Bilguer, 3) Essai sur les maladies des gens du monde, 4) de la sante des gens de lettres, 5) l'O nanisme, Dissertation produite par la Masturbation, 6) Inoculation justifiée, ou Dissertation pratique& apologetique sur cette methode avec un Essai sur la mue de la voix, 7) Observations& Dissertations de Medicine pratique publiées an forme de Lettres, 8) Traitè des nerfs& de leurs maladies,   Lausanne 1776—  10  Traité sur la constitution des troupes lage  &r sur leur emploi a la Guerrez aus quel von a joint un Supplément, contra nant la Fortification de Campagne, 2 Tom avec an grand nombre de Figures,   2 Paris 1782 10  30  Leben und Meinungen Johann Konrad Dippels, von     Darmstadt 1783 9  Masotti( ) Betrachtungen für die Weltprie ster,  Augsburg 1783 54  Borke(    ) Beschreibung der Star gardtischen Wirthschaft in Hinterpommern, und Eickstädte Beschreibung der Wirthschaft in Vorpommern, nebst beygefügten Plans,   Berlin 1783 1  30  Bibliothek( algemeine juristische) 2 Bände, vier Stücke,   Nürnberg 1781 3  Einleitung in die Haus und Landwirthschaft, nach Grundsätzen für Anfänger,   eben daselbst 1783 30  Heister(  Lorenz) kleine Chyrurgie, oder Handbuch der Wundarzney,   ebendas.""]"
2605,2604,6,2604_neueste_auflage_deneimer_carefully,"['neueste', 'auflage', 'deneimer', 'carefully', 'zu10', 'zu15', '1568', 'diemaass', 'corrected', 'gebünd']","['Neueste Auflage.', 'Neueste Auflage.', 'zu 9  in 5  30  zu 10— zu 6— zu 12— zu 7— 30— Jn Flaschenkeller zu 5 | Jn Gebünd: Maass,dieMaass|denEimer 1568| zu 16—zu10 zu 24—zu15 Nachricht.']"
2606,2605,6,2605_metropolitankapitel_studenstudenten_rischar_dünnhofer,"['metropolitankapitel', 'studenstudenten', 'rischar', 'dünnhofer', 'küber', 'causidicum', 'kanonikatstifts', 'klauss', 'untersteuermark', 'knaflischen']","['Kanonikatstifts  Do rother Grundbuch in Wien wegen, wird hie mit zu wissen gemacht: wasmassen die verwit tibte Frau Eleonora von Joachimsburg allhier mittels eines unterm  April   durch ihren Causidicum Herrn   Seeger anher einge reichten Anbringens mit mehrern beygebracht, wie nämlich eine von weil.', 'Aus der Kilbervillinischen Stif tung für 2 aus Untersteuermark gebürtige Studen ten, deren einer die Präsentation von dem Magi strat zu Gratz zu bewirken  Aus der Knaflischen Stiftung für 3 aus Krain gebürtige StudenStudenten 1722|  Aus der Molitorischen Stiftung für die von des Stifters Verwandschaft Abstammenden, erstens von der männlichen, nachhin weiblichen, und endlich Seitenlinie.', 'Von dem Metropolitankapitel wird hiemit bekannt gemacht: es habe Michael Dünnhofer, Weber meister zu Herrnals, als Käufer der allda gelege nen Behausung  112, um die Ausfertigung der gewöhnlichen Amortisationsedikten in Betreff der darauf haftenden, und in Verstoss gerathenen Sä tze, und zwar für Theresia Rischar   Sep tember 1788  63  6 , dann für Martin Küber   Oktober  ejusd.anni mit 108  gerichtlich angelangt, und gebetten; es haben da her all jene, welche an den obbemeldten zweyen Satzposten was immer für Ansprüche zu machen vermeinen, sich binnen 1 Jahr, 6 Wochen und 3 Tägen vor diesem Metropolitankapitel sogewiss zu legitimiren, widrigens nach Verlauf dieser Zeitfrist obgedachte zwey Sätze für null und nichtig erklärt, und kassirt werden würden.']"
2607,2606,6,2606_sestge_berländstücken_andert_subclausulapræclusipraeclusi,"['sestge', 'berländstücken', 'andert', 'subclausulapræclusipraeclusi', 'rennwegs', 'cridämassam', 'orenghi', 'hübschin', 'frist', 'præcisepraecise']","['Jahrs Nachmittag præcisepraecise um 4 Uhr für die erst andert und dritte auch allendliche Frist subclausulapræclusipraeclusi hie mit bestimmet haben wollen.', 'Nachmittags um  Uhr zur gewöhnlichen Tag satzung für die erst andert und dritte, auch all endliche Frist subclausulapræclusipraeclusi anberaumet worden.', 'Da nun zu Vor nehmung dessen 3 Termine, und zwar zum ersten der  Jäner, zum zweyten der  Hor nung, und zum dritten der  März 1784. mit dem Beysatz bestimmt worden, dass, wenn diese Behausung samt Zugehörungen und Ue berländstücken weder bey dem ersten noch zwey ten Termin um den Schätzungsbetrag, oder darüber an Mann gebracht werden könnten, solche bey dem dritten auch unter der Schä tzung verkauft werden würden: so haben die jenige welche gedachte Behausung und Ueber länder zu kaufen gedenken, an obbestimmten Tägen früh um 9 Uhr in allhiesiger Herrschafts kanzley zu erscheinen.| Erinnerung an die Katharina Hübschin.']"
2608,2607,6,2607_offeln_brigadiers_marmargeangean_hartington,"['offeln', 'brigadiers', 'marmargeangean', 'hartington', 'küriss', 'gedaureten', 'unor', 'seyndendlich', 'herrngeneralengrafenvon', 'dentliches']","['Der König hat in der den 3ten dieses gehaltenen Parlaments versammlung dem Gross canzler anbefohlen, denen beyden Kammern zu vermelden, dass dieselbe die Ursache ihrer Zusammen beruffung nicht ehender bekant machen wolle, bis nicht in der Kammer der Gemeinen ein Redner wä re erwählet worden: es würde denenselben also alles Ernstes anbefohlen, an dem hie zu gewöhnlichen Ort zusammen zu kommen, zu dieser Wahl zu schreitten, und die erwählte Person hernach der Gutheissung des Königs zu unterwerfen.', 'Dieses gescha he mit einer einmütigen Bewilligung ohne dabey eine Pistol abzubrennen bloss auf die Anführung des Haupt manns deren Verschnittenen Ben MarMargeangean genannt der des Königs unor dentliches Leben zum Vorwand ge brauchte.', 'Kürassier Regiments des( )HerrnGeneralenGrafenvon Of| Offeln mit grosser Pracht und Feyerlichkeit in Beyseyn verschiedener Herren Generalen und anderen hohen Standes Personen ge weihet worden wobey auch alle so wol Officier als Gemeine in Küriss und völliger Feld Zuges Ordnung erschienen; anbey ei ne Predig und Hoch Amt unter Trompeten und Paucken Schall gehalten worden: nach vollbrachter Feyerlichkeit hatte obgedachte Seine Excellenz Herr General von Offeln alle anwesende Herren Officiers und Standes Personen auf das herrlichste  tractiret unter welchem Tractament sich als stets die Trompeten und Paucken hören liessen; und darauf alles mit einem fast durch die gantze Nacht gedaureten Ball zu gröstem Vergnügen aller hohen Gästen beschlossen wurde.|  Hiermit wird jedermänniglich erinnert und zu wissen gemacht wie dass den 28sten dieses Monats Novemb.']"
2609,2608,6,2608_1770_leipzig_hess_1773,"['1770', 'leipzig', 'hess', '1773', '1765', 'münchen', '10', '', '', '']","['Leipzig 1770.', 'Leipzig 1770.', 'Leipzig 1770.']"
2610,2609,6,2609_leidigung_frühere_chenbegängnisse_engehört,"['leidigung', 'frühere', 'chenbegängnisse', 'engehört', 'unschlüssigkeit', 'unwidersprech', 'staatsver', 'liwan', 'gedroht', 'ersolgt']","['Jn dem Ende werden al diejenigen, welche an die Verlassenschaft des eingangsbemeldten Erb lassers einige Erbsansprüche, oder Forderungen aus was immer für einem Rechtsgrunde machen zu können sich berechtiget glauben, ihre Anspruche bis  August   bey diesem Cantonsge richt alsogewiss anzumelden, und zu erweisen ha ben, als nach Verlauf dieser Frist niemand mehr engehört, die Verlassenschaft abgehandelt, und den eingesetzten Erben ersolgt werden würde.', 'Da aber gedachte Höfe gedroht haben, dass Sie es nicht leiden würden, wenn die Verbesserung und Reform der Staatsver fassung ohne ihr Wissen geschähe: ja, da Sie auch verlangen, dass das, was nur wird beschlossen werden, von ihnen garan tirt werden solle: so verordnen Wir in Rück sicht auf die unglückliche Lage unsers Rei ches, dass die gemachten Entwürfe, ihnen in Zeiten sollen communicirt werden.', 'Einige betrachten solchen als eine vorsetzliche Absicht, die Abfahrt eines Mannes zu verzögern, welcher sich dar über hat beschweren dörfen, dass man einen Theil seines von der Jnsul Sul liwan geschriebenen Briefes verschwiegen hatte; andere hingegen sehen in diesem Vorgange eine kleine Ungereimtheit und Unschlüssigkeit.']"
